users,active,running,startup,spawn,first_users,second_users
10,0,0,0.1474201249948237,0.0054143750021466985,0.08728012500796467,0.0072437079943483695
10,0.25,2,0.14712329200119711,0.013415915993391536,0.07663408300140873,0.008532417006790638
10,1,10,0.13739416700263973,0.0144255419872934,0.06743495899718255,0.007552708004368469
50,0,0,0.13267999999516178,0.005352791995392181,0.4445288749993779,0.03297254200151656
50,0.25,12,0.16935541699058376,0.01732658300898038,0.2818314579926664,0.013248250004835427
50,1,50,0.17405979199975263,0.024105916992994025,0.24503712500154506,0.019724375000805594
100,0,0,0.1377720830059843,0.004782167001394555,0.6354022080049617,0.037634790991432965
100,0.25,25,0.1434266669966746,0.01846416699117981,0.6613801249914104,0.05623741699673701
100,1,100,0.16847137500008103,0.03170208301162347,0.542879125001491,0.031012624996947125
500,0,0,0.14338683300593402,0.005317707997164689,4.495444917003624,0.16103716600628104
500,0.25,125,0.21317137499863748,0.06968049998977222,4.281444042004296,0.17867712500446942
500,1,500,0.29668283299542964,0.12896683299914002,3.365331957989838,0.19440708299225662
1000,0,0,0.17891850000887644,0.005384250005590729,8.238853999995627,0.35538883399567567
1000,0.25,250,0.24091975000919774,0.08252041699597612,8.208977834001416,0.33603945799404755
1000,1,1000,0.4405432500061579,0.23225437499058899,6.356806832991424,0.348333707996062
2000,0,0,0.2199760410003364,0.00516816700110212,17.938586874995963,0.6323741660016822
2000,0.25,500,0.40779304200259503,0.20506970900169108,16.40605454200704,0.6251140829990618
2000,1,2000,0.7923148750123801,0.4341685000108555,13.084369707998121,0.5394352080038516
5000,0,0,0.3570544170070207,0.005066291996627115,48.71283262500947,0.8840169159957441
5000,0.25,1250,0.7810113750019809,0.4273421249963576,42.994747999997344,1.4799975420028204
5000,1,5000,1.9462581249972573,1.2686676250013988,33.510583791008685,1.3968168749997858
