users,active,running,startup,spawn,first_users,second_users
10,0,0,0.05125929999849177,0.0014755610027350485,0.015370955999969738,0.015141546999075217
10,0.25,2,0.054158023001946276,0.009207505001540994,0.01522479800041765,0.014283494998380775
10,1,10,0.06291507499918225,0.01706797799852211,0.015184631000010995,0.01257127999997465
50,0,0,0.04931821200079867,0.0016890610022528563,0.0321823049998784,0.030971702999522677
50,0.25,12,0.09161414300251636,0.03146806400036439,0.03224242899887031,0.028486701998190256
50,1,50,0.1853338060027454,0.09485470000072382,0.032372263998695416,0.01853055199899245
100,0,0,0.08268883200071286,0.0016309200000250712,0.05360342000130913,0.052926923002814874
100,0.25,25,0.13415865199931432,0.057464892001007684,0.05291185899841366,0.04715144900183077
100,1,100,0.31906557500042254,0.1824616119993152,0.056678459000977455,0.030364046000613598
500,0,0,0.11259798299943213,0.0016742199986765627,0.24533465700005763,0.22188797900162172
500,0.25,125,0.5630737249994127,0.3356372359994566,0.23047062999830814,0.18410398199921474
500,1,500,1.4091625979999662,0.9177983360023063,0.2571549120002601,0.10392541799956234
1000,0,0,0.36033428899827413,0.001696884002740262,0.42960962100187317,0.44869119100258104
1000,0.25,250,1.0061763960002281,0.5965433780002058,0.4471763270012161,0.3551323350002349
1000,1,1000,2.8523621009990165,1.860868206997111,0.4592070920007245,0.18996403500204906
2000,0,0,0.7218134319991805,0.0017617250014154706,0.8717005640028219,0.8603452179995656
2000,0.25,500,2.1490299420001975,1.3454423889997997,0.9235269189994142,0.7404195320013969
2000,1,2000,5.653538972001115,3.795538285001385,0.9011182579997694,0.43339662899961695
5000,0,0,1.3765700369986007,0.0020625739998649806,2.1641371619989513,2.1687050469990936
5000,0.25,1250,5.764866624002025,3.729152764997707,2.258391641000344,1.779680625997571
5000,1,5000,15.27980612799729,10.617511561002175,2.344971719001478,0.9212884260014107
