users,active,running,startup,spawn,first_users,second_users
10,0,0,0.05582752999907825,0.0017333889991277829,0.03032549000272411,0.010904860999289667
10,0.25,2,0.052303573000244796,0.006013304999214597,0.02859399700173526,0.010701824001444038
10,1,10,0.07503568199899746,0.02088914699925226,0.02145294200090575,0.010573675997875398
50,0,0,0.051099817999784136,0.0017596799989405554,0.1062331049979548,0.012114264001866104
50,0.25,12,0.09802341799877468,0.035497443001077045,0.08938421000129892,0.011467350999737391
50,1,50,0.18256373300027917,0.09396355799981393,0.06047972799933632,0.011641004999546567
100,0,0,0.07927116900100373,0.001679655000771163,0.20680817600077717,0.013788773001579102
100,0.25,25,0.14882503299668315,0.06476115800251137,0.17248096900220844,0.013750089001405286
100,1,100,0.30425403300250764,0.17489051899974584,0.1102027540000563,0.01312498900006176
500,0,0,0.11331227800110355,0.0017248029980692081,1.0093126569991,0.025900634998833993
500,0.25,125,0.57765339999969,0.34221060699928785,0.8095051560012507,0.02676226299809059
500,1,500,1.3770455840021896,0.8997636439999042,0.5541266150030424,0.026829308000742458
1000,0,0,0.3499679880005715,0.0016143499997269828,2.025767661998543,0.043505059999006335
1000,0.25,250,1.0229541420012538,0.6215427919996728,1.69946951500242,0.044785319001675816
1000,1,1000,2.8286239150002075,1.8438416179997148,1.0451361349987565,0.04537449800045579
2000,0,0,0.7421818369984976,0.0018428439980198164,4.264537842998834,0.07553791000100318
2000,0.25,500,2.162460914998519,1.3695434910005133,3.604639678997046,0.07762402499793097
2000,1,2000,5.706644879002852,3.8031115699996008,2.2167207959973894,0.08074357499936013
5000,0,0,1.3662886189995334,0.0019191960018360987,12.037248922999424,0.24353136599893332
5000,0.25,1250,5.697554473998025,3.6655567300003895,9.955570494999847,0.1829764839967538
5000,1,5000,15.080703960000392,10.487107365999691,6.006026753002516,0.19062871400092263
