users,active,running,startup,spawn,first_users,second_users
10,0,0,0.08862663800027804,0.030684944000313408,0.025974333999329247,0.01119098300114274
10,0.25,2,0.08530337899901497,0.04853349700169929,0.026324453998313402,0.010431552998852567
10,1,10,0.07496182399881945,0.03893415099992126,0.026929614999971818,0.010295828000380425
50,0,0,0.1944195079995552,0.15713260700067622,0.062171045001377934,0.011805759000708349
50,0.25,12,0.20861656299894094,0.1715512970004056,0.06132046499988064,0.011797330000263173
50,1,50,0.23246210999968753,0.19477188299970294,0.06209919299908506,0.011946966998948483
100,0,0,0.37858893499833357,0.3417012399986561,0.10553334500036726,0.01381736599978467
100,0.25,25,0.4110252849986864,0.3606350640002347,0.10589524100032577,0.013840704999893205
100,1,100,0.44755058100054157,0.4111746399994445,0.1047535070010781,0.013494250999428914
500,0,0,2.626288482999371,2.584176581000065,0.4794193509987963,0.026980260001437273
500,0.25,125,2.813668040000266,2.7697040820003167,0.4772551330006536,0.026907866000328795
500,1,500,3.1888796250004816,3.145586914000887,0.4661926759999915,0.027594827999564586
1000,0,0,7.436995129999559,7.387136724999436,0.9213401649994921,0.044212365999555914
1000,0.25,250,8.017078494000089,7.967735482001444,0.9036051069997484,0.04556024999874353
1000,1,1000,9.255669252999724,9.13766873699933,0.9327020299988362,0.04408479999983683
2000,0,0,24.667450967999685,24.600319541999852,1.82705351200093,0.07809100499980559
2000,0.25,500,26.30415909200019,26.12535091099926,1.8255555129999266,0.0781553979995806
2000,1,2000,29.9247273889996,29.806515555999795,1.847769085001346,0.08007697299944994
5000,0,0,129.78132996000022,129.6459853840006,4.4534795279996615,0.23560902000099304
5000,0.25,1250,139.5406109659998,139.40656158800084,4.468552893000378,0.18096826299915847
5000,1,5000,161.37868220000018,161.2568937160013,4.606950796000092,0.18570023000029323
