users,active,running,startup,spawn,first_users,second_users
10,0,0,0.1364112080045743,0.003129958000499755,0.08299120799347293,0.007477250008378178
10,0.25,2,0.16236658299749251,0.0232313750020694,0.07534462498733774,0.006910500000230968
10,1,10,0.1715577090071747,0.046420416998444125,0.06135316700965632,0.007450874996720813
50,0,0,0.13284237499465235,0.0030839579994790256,0.3078719170007389,0.012908082993817516
50,0.25,12,0.18390674999682233,0.05966762499883771,0.3057032080105273,0.019768750004004687
50,1,50,0.2799014579941286,0.1547634580056183,0.2825038750015665,0.024980957998195663
100,0,0,0.13289637499838136,0.0031833749962970614,0.7726507909974316,0.034068583001499064
100,0.25,25,0.24928379199991468,0.12353945799986832,0.7434542920091189,0.02434699999867007
100,1,100,0.5255279999983031,0.39272129199525807,0.5939391660067486,0.03560516699508298
500,0,0,0.14107449998846278,0.003078125009778887,3.659765041011269,0.08569516699935775
500,0.25,125,0.8864600829983829,0.7387904170027468,3.6954680000053486,0.07819254200148862
500,1,500,2.274912916996982,2.1079574589966796,2.7014614999934565,0.08305033300712239
1000,0,0,0.1751044999982696,0.0031309580081142485,8.465916916000424,0.22394850000273436
1000,0.25,250,1.2001595830079168,1.040180041003623,7.588377458989271,0.22169420900172554
1000,1,1000,4.477126625002711,4.268932916005724,5.554390624994994,0.22874212500755675
2000,0,0,0.22184324999398086,0.0030807080038357526,17.92087079200428,0.6368283330084523
2000,0.25,500,4.1283860839903355,3.9209212499990826,16.93267429099069,0.6288690000073984
2000,1,2000,8.785316416004207,8.421862374991179,11.750170749990502,0.4245570829953067
5000,0,0,0.3691399579984136,0.003047874997719191,46.53325708299235,0.8432622920081485
5000,0.25,1250,9.722810791005031,9.392877374993986,42.64326374999655,1.2448857919953298
5000,1,5000,27.035472834002576,26.395047375001013,33.68456958299794,1.470584874987253
